Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/users?skip=74&limit=25,1,1,3.9467079996029497,3.9467079996029497,3.9467079996029497,3.9467079996029497,22.0,0.017151907866073037,0.017151907866073037,4,4,4,4,4,4,4,4,4,4,4
GET,/users?skip=8&limit=50,1,1,7.842999999411404,7.842999999411404,7.842999999411404,7.842999999411404,22.0,0.017151907866073037,0.017151907866073037,8,8,8,8,8,8,8,8,8,8,8
GET,/users?skip=81&limit=25,1,1,3.763332999369595,3.763332999369595,3.763332999369595,3.763332999369595,22.0,0.017151907866073037,0.017151907866073037,4,4,4,4,4,4,4,4,4,4,4
GET,/users?skip=81&limit=50,1,1,3.41308399947593,3.41308399947593,3.41308399947593,3.41308399947593,22.0,0.017151907866073037,0.017151907866073037,3,3,3,3,3,3,3,3,3,3,3
GET,/users?skip=84&limit=50,1,1,4.237999999531894,4.237999999531894,4.237999999531894,4.237999999531894,22.0,0.017151907866073037,0.017151907866073037,4,4,4,4,4,4,4,4,4,4,4
GET,/users?skip=87&limit=10,1,1,3.381333000106679,3.381333000106679,3.381333000106679,3.381333000106679,22.0,0.017151907866073037,0.017151907866073037,3,3,3,3,3,3,3,3,3,3,3
GET,/users?skip=89&limit=10,1,1,2.824707999934617,2.824707999934617,2.824707999934617,2.824707999934617,22.0,0.017151907866073037,0.017151907866073037,3,3,3,3,3,3,3,3,3,3,3
GET,/users?skip=90&limit=10,1,1,3.2885419996091514,3.2885419996091514,3.2885419996091514,3.2885419996091514,22.0,0.017151907866073037,0.017151907866073037,3,3,3,3,3,3,3,3,3,3,3
GET,/users?skip=93&limit=25,1,1,4.619499999535037,4.619499999535037,4.619499999535037,4.619499999535037,22.0,0.017151907866073037,0.017151907866073037,5,5,5,5,5,5,5,5,5,5,5
GET,/users?skip=95&limit=10,1,1,3.426708000006329,3.426708000006329,3.426708000006329,3.426708000006329,22.0,0.017151907866073037,0.017151907866073037,3,3,3,3,3,3,3,3,3,3,3
,Aggregated,1052,1002,4,4.1866467385981085,0.8447919999525766,30.19600000061473,24.328897338403042,18.043807075108834,17.186211681805183,4,4,5,5,6,8,12,14,21,30,30
